trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
TRIP_00010_99205,06:46:00,06:46:00,STN_TNA,1,0,0
TRIP_00010_99205,06:51:00,06:51:00,STN_DIGH,2,0,0
TRIP_00010_99205,06:54:00,06:54:00,STN_AIRL,3,0,0
TRIP_00010_99205,06:57:00,06:57:00,STN_RABE,4,0,0
TRIP_00010_99205,07:00:00,07:00:00,STN_GNSL,5,0,0
TRIP_00010_99205,07:03:00,07:03:00,STN_KPHN,6,0,0
TRIP_00010_99205,07:07:00,07:07:00,STN_TUH,7,0,0
TRIP_00010_99205,07:11:00,07:11:00,STN_JNJ,8,0,0
TRIP_00010_99205,07:18:00,07:18:00,STN_NEU,9,0,0
TRIP_00011_99409,06:59:00,06:59:00,STN_TNA,1,0,0
TRIP_00011_99409,07:04:00,07:04:00,STN_DIGH,2,0,0
TRIP_00011_99409,07:07:00,07:07:00,STN_AIRL,3,0,0
TRIP_00011_99409,07:10:00,07:10:00,STN_RABE,4,0,0
TRIP_00011_99409,07:13:00,07:13:00,STN_GNSL,5,0,0
TRIP_00011_99409,07:16:00,07:16:00,STN_KPHN,6,0,0
TRIP_00011_99409,07:20:00,07:20:00,STN_TUH,7,0,0
TRIP_00011_99409,07:24:00,07:24:00,STN_SNCR,8,0,0
TRIP_00011_99409,07:28:00,07:28:00,STN_VSH,9,0,0
TRIP_00012_99007,07:04:00,07:04:00,STN_TNA,1,0,0
TRIP_00012_99007,07:09:00,07:09:00,STN_DIGH,2,0,0
TRIP_00012_99007,07:12:00,07:12:00,STN_AIRL,3,0,0
TRIP_00012_99007,07:15:00,07:15:00,STN_RABE,4,0,0
TRIP_00012_99007,07:18:00,07:18:00,STN_GNSL,5,0,0
TRIP_00012_99007,07:21:00,07:21:00,STN_KPHN,6,0,0
TRIP_00012_99007,07:25:00,07:25:00,STN_TUH,7,0,0
TRIP_00012_99007,07:29:00,07:29:00,STN_JNJ,8,0,0
TRIP_00012_99007,07:34:00,07:34:00,STN_NEU,9,0,0
TRIP_00012_99007,07:38:00,07:38:00,STN_SWDV,10,0,0
TRIP_00012_99007,07:42:00,07:42:00,STN_BEPR,11,0,0
TRIP_00012_99007,07:46:00,07:46:00,STN_KHAG,12,0,0
TRIP_00012_99007,07:49:00,07:49:00,STN_MANR,13,0,0
TRIP_00012_99007,07:52:00,07:52:00,STN_KNDS,14,0,0
TRIP_00012_99007,07:57:00,07:57:00,STN_PNVL,15,0,0
TRIP_00013_99411,07:17:00,07:17:00,STN_TNA,1,0,0
TRIP_00013_99411,07:22:00,07:22:00,STN_DIGH,2,0,0
TRIP_00013_99411,07:25:00,07:25:00,STN_AIRL,3,0,0
TRIP_00013_99411,07:28:00,07:28:00,STN_RABE,4,0,0
TRIP_00013_99411,07:31:00,07:31:00,STN_GNSL,5,0,0
TRIP_00013_99411,07:34:00,07:34:00,STN_KPHN,6,0,0
TRIP_00013_99411,07:38:00,07:38:00,STN_TUH,7,0,0
TRIP_00013_99411,07:42:00,07:42:00,STN_SNCR,8,0,0
TRIP_00013_99411,07:46:00,07:46:00,STN_VSH,9,0,0
TRIP_00014_99207,07:23:00,07:23:00,STN_TNA,1,0,0
TRIP_00014_99207,07:28:00,07:28:00,STN_DIGH,2,0,0
TRIP_00014_99207,07:31:00,07:31:00,STN_AIRL,3,0,0
TRIP_00014_99207,07:34:00,07:34:00,STN_RABE,4,0,0
TRIP_00014_99207,07:37:00,07:37:00,STN_GNSL,5,0,0
TRIP_00014_99207,07:40:00,07:40:00,STN_KPHN,6,0,0
TRIP_00014_99207,07:44:00,07:44:00,STN_TUH,7,0,0
TRIP_00014_99207,07:48:00,07:48:00,STN_JNJ,8,0,0
TRIP_00014_99207,07:53:00,07:53:00,STN_NEU,9,0,0
TRIP_00015_99413,07:35:00,07:35:00,STN_TNA,1,0,0
TRIP_00015_99413,07:40:00,07:40:00,STN_DIGH,2,0,0
TRIP_00015_99413,07:43:00,07:43:00,STN_AIRL,3,0,0
TRIP_00015_99413,07:46:00,07:46:00,STN_RABE,4,0,0
TRIP_00015_99413,07:49:00,07:49:00,STN_GNSL,5,0,0
TRIP_00015_99413,07:52:00,07:52:00,STN_KPHN,6,0,0
TRIP_00015_99413,07:56:00,07:56:00,STN_TUH,7,0,0
TRIP_00015_99413,08:00:00,08:00:00,STN_SNCR,8,0,0
TRIP_00015_99413,08:04:00,08:04:00,STN_VSH,9,0,0
TRIP_00016_99209,07:43:00,07:43:00,STN_TNA,1,0,0
TRIP_00016_99209,07:48:00,07:48:00,STN_DIGH,2,0,0
TRIP_00016_99209,07:51:00,07:51:00,STN_AIRL,3,0,0
TRIP_00016_99209,07:54:00,07:54:00,STN_RABE,4,0,0
TRIP_00016_99209,07:57:00,07:57:00,STN_GNSL,5,0,0
TRIP_00016_99209,08:00:00,08:00:00,STN_KPHN,6,0,0
TRIP_00016_99209,08:04:00,08:04:00,STN_TUH,7,0,0
TRIP_00016_99209,08:08:00,08:08:00,STN_JNJ,8,0,0
TRIP_00016_99209,08:13:00,08:13:00,STN_NEU,9,0,0
TRIP_00017_99415,07:53:00,07:53:00,STN_TNA,1,0,0
TRIP_00017_99415,07:58:00,07:58:00,STN_DIGH,2,0,0
TRIP_00017_99415,08:01:00,08:01:00,STN_AIRL,3,0,0
TRIP_00017_99415,08:04:00,08:04:00,STN_RABE,4,0,0
TRIP_00017_99415,08:07:00,08:07:00,STN_GNSL,5,0,0
TRIP_00017_99415,08:10:00,08:10:00,STN_KPHN,6,0,0
TRIP_00017_99415,08:14:00,08:14:00,STN_TUH,7,0,0
TRIP_00017_99415,08:18:00,08:18:00,STN_SNCR,8,0,0
TRIP_00017_99415,08:22:00,08:22:00,STN_VSH,9,0,0
TRIP_00018_99009,08:03:00,08:03:00,STN_TNA,1,0,0
TRIP_00018_99009,08:08:00,08:08:00,STN_DIGH,2,0,0
TRIP_00018_99009,08:11:00,08:11:00,STN_AIRL,3,0,0
TRIP_00018_99009,08:14:00,08:14:00,STN_RABE,4,0,0
TRIP_00018_99009,08:17:00,08:17:00,STN_GNSL,5,0,0
TRIP_00018_99009,08:20:00,08:20:00,STN_KPHN,6,0,0
TRIP_00018_99009,08:24:00,08:24:00,STN_TUH,7,0,0
TRIP_00018_99009,08:28:00,08:28:00,STN_JNJ,8,0,0
TRIP_00018_99009,08:33:00,08:33:00,STN_NEU,9,0,0
TRIP_00018_99009,08:37:00,08:37:00,STN_SWDV,10,0,0
TRIP_00018_99009,08:41:00,08:41:00,STN_BEPR,11,0,0
TRIP_00018_99009,08:45:00,08:45:00,STN_KHAG,12,0,0
TRIP_00018_99009,08:48:00,08:48:00,STN_MANR,13,0,0
TRIP_00018_99009,08:51:00,08:51:00,STN_KNDS,14,0,0
TRIP_00018_99009,08:56:00,08:56:00,STN_PNVL,15,0,0
TRIP_00019_99417,08:07:00,08:07:00,STN_TNA,1,0,0
TRIP_00019_99417,08:12:00,08:12:00,STN_DIGH,2,0,0
TRIP_00019_99417,08:15:00,08:15:00,STN_AIRL,3,0,0
