trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
TRIP_01450_98910,19:25:00,19:25:00,STN_TKNG,5,0,0
TRIP_01450_98910,19:27:00,19:27:00,STN_CMBR,6,0,0
TRIP_01450_98910,19:30:00,19:30:00,STN_GV,7,0,0
TRIP_01450_98910,19:33:00,19:33:00,STN_MNKD,8,0,0
TRIP_01450_98910,19:42:00,19:42:00,STN_VSH,9,0,0
TRIP_01450_98910,19:44:00,19:44:00,STN_SNCR,10,0,0
TRIP_01450_98910,19:47:00,19:47:00,STN_JNJ,11,0,0
TRIP_01450_98910,19:51:00,19:51:00,STN_NEU,12,0,0
TRIP_01450_98910,19:54:00,19:54:00,STN_SWDV,13,0,0
TRIP_01450_98910,19:58:00,19:58:00,STN_BEPR,14,0,0
TRIP_01450_98910,20:02:00,20:02:00,STN_KHAG,15,0,0
TRIP_01450_98910,20:05:00,20:05:00,STN_MANR,16,0,0
TRIP_01450_98910,20:08:00,20:08:00,STN_KNDS,17,0,0
TRIP_01450_98910,20:13:00,20:13:00,STN_PNVL,18,0,0
TRIP_01451_98205,18:57:00,18:57:00,STN_CSMT,1,0,0
TRIP_01451_98205,19:00:00,19:00:00,STN_MSD,2,0,0
TRIP_01451_98205,19:03:00,19:03:00,STN_SNRD,3,0,0
TRIP_01451_98205,19:05:00,19:05:00,STN_DKRD,4,0,0
TRIP_01451_98205,19:07:00,19:07:00,STN_RRD,5,0,0
TRIP_01451_98205,19:09:00,19:09:00,STN_CTGN,6,0,0
TRIP_01451_98205,19:12:00,19:12:00,STN_SVE,7,0,0
TRIP_01451_98205,19:15:00,19:15:00,STN_VDLR,8,0,0
TRIP_01451_98205,19:20:00,19:20:00,STN_GTBN,9,0,0
TRIP_01451_98205,19:23:00,19:23:00,STN_CHF,10,0,0
TRIP_01451_98205,19:26:00,19:26:00,STN_CLA,11,0,0
TRIP_01451_98205,19:29:00,19:29:00,STN_TKNG,12,0,0
TRIP_01451_98205,19:31:00,19:31:00,STN_CMBR,13,0,0
TRIP_01451_98205,19:34:00,19:34:00,STN_GV,14,0,0
TRIP_01451_98205,19:37:00,19:37:00,STN_MNKD,15,0,0
TRIP_01451_98205,19:46:00,19:46:00,STN_VSH,16,0,0
TRIP_01451_98205,19:48:00,19:48:00,STN_SNCR,17,0,0
TRIP_01451_98205,19:51:00,19:51:00,STN_JNJ,18,0,0
TRIP_01451_98205,19:55:00,19:55:00,STN_NEU,19,0,0
TRIP_01451_98205,19:58:00,19:58:00,STN_SWDV,20,0,0
TRIP_01451_98205,20:02:00,20:02:00,STN_BEPR,21,0,0
TRIP_01451_98205,20:06:00,20:06:00,STN_KHAG,22,0,0
TRIP_01451_98205,20:09:00,20:09:00,STN_MANR,23,0,0
TRIP_01451_98205,20:12:00,20:12:00,STN_KNDS,24,0,0
TRIP_01451_98205,20:17:00,20:17:00,STN_PNVL,25,0,0
TRIP_01452_98359,19:01:00,19:01:00,STN_CSMT,1,0,0
TRIP_01452_98359,19:04:00,19:04:00,STN_MSD,2,0,0
TRIP_01452_98359,19:07:00,19:07:00,STN_SNRD,3,0,0
TRIP_01452_98359,19:09:00,19:09:00,STN_DKRD,4,0,0
TRIP_01452_98359,19:11:00,19:11:00,STN_RRD,5,0,0
TRIP_01452_98359,19:13:00,19:13:00,STN_CTGN,6,0,0
TRIP_01452_98359,19:16:00,19:16:00,STN_SVE,7,0,0
TRIP_01452_98359,19:19:00,19:19:00,STN_VDLR,8,0,0
TRIP_01452_98359,19:24:00,19:24:00,STN_GTBN,9,0,0
TRIP_01452_98359,19:27:00,19:27:00,STN_CHF,10,0,0
TRIP_01452_98359,19:30:00,19:30:00,STN_CLA,11,0,0
TRIP_01452_98359,19:33:00,19:33:00,STN_TKNG,12,0,0
TRIP_01452_98359,19:35:00,19:35:00,STN_CMBR,13,0,0
TRIP_01452_98359,19:38:00,19:38:00,STN_GV,14,0,0
TRIP_01452_98359,19:41:00,19:41:00,STN_MNKD,15,0,0
TRIP_01452_98359,19:50:00,19:50:00,STN_VSH,16,0,0
TRIP_01452_98359,19:52:00,19:52:00,STN_SNCR,17,0,0
TRIP_01452_98359,19:55:00,19:55:00,STN_JNJ,18,0,0
TRIP_01452_98359,19:59:00,19:59:00,STN_NEU,19,0,0
TRIP_01452_98359,20:02:00,20:02:00,STN_SWDV,20,0,0
TRIP_01452_98359,20:06:00,20:06:00,STN_BEPR,21,0,0
TRIP_01453_98207,19:05:00,19:05:00,STN_CSMT,1,0,0
TRIP_01453_98207,19:08:00,19:08:00,STN_MSD,2,0,0
TRIP_01453_98207,19:11:00,19:11:00,STN_SNRD,3,0,0
TRIP_01453_98207,19:13:00,19:13:00,STN_DKRD,4,0,0
TRIP_01453_98207,19:15:00,19:15:00,STN_RRD,5,0,0
TRIP_01453_98207,19:17:00,19:17:00,STN_CTGN,6,0,0
TRIP_01453_98207,19:20:00,19:20:00,STN_SVE,7,0,0
TRIP_01453_98207,19:23:00,19:23:00,STN_VDLR,8,0,0
TRIP_01453_98207,19:28:00,19:28:00,STN_GTBN,9,0,0
TRIP_01453_98207,19:31:00,19:31:00,STN_CHF,10,0,0
TRIP_01453_98207,19:34:00,19:34:00,STN_CLA,11,0,0
TRIP_01453_98207,19:37:00,19:37:00,STN_TKNG,12,0,0
TRIP_01453_98207,19:39:00,19:39:00,STN_CMBR,13,0,0
TRIP_01453_98207,19:42:00,19:42:00,STN_GV,14,0,0
TRIP_01453_98207,19:45:00,19:45:00,STN_MNKD,15,0,0
TRIP_01453_98207,19:54:00,19:54:00,STN_VSH,16,0,0
TRIP_01453_98207,19:56:00,19:56:00,STN_SNCR,17,0,0
TRIP_01453_98207,19:59:00,19:59:00,STN_JNJ,18,0,0
TRIP_01453_98207,20:03:00,20:03:00,STN_NEU,19,0,0
TRIP_01453_98207,20:06:00,20:06:00,STN_SWDV,20,0,0
TRIP_01453_98207,20:10:00,20:10:00,STN_BEPR,21,0,0
TRIP_01453_98207,20:14:00,20:14:00,STN_KHAG,22,0,0
TRIP_01453_98207,20:17:00,20:17:00,STN_MANR,23,0,0
TRIP_01453_98207,20:20:00,20:20:00,STN_KNDS,24,0,0
TRIP_01453_98207,20:25:00,20:25:00,STN_PNVL,25,0,0
TRIP_01454_98209,19:27:00,19:27:00,STN_VDLR,1,0,0
TRIP_01454_98209,19:32:00,19:32:00,STN_GTBN,2,0,0
TRIP_01454_98209,19:35:00,19:35:00,STN_CHF,3,0,0
TRIP_01454_98209,19:38:00,19:38:00,STN_CLA,4,0,0
TRIP_01454_98209,19:41:00,19:41:00,STN_TKNG,5,0,0
TRIP_01454_98209,19:43:00,19:43:00,STN_CMBR,6,0,0
TRIP_01454_98209,19:46:00,19:46:00,STN_GV,7,0,0
TRIP_01454_98209,19:49:00,19:49:00,STN_MNKD,8,0,0
TRIP_01454_98209,19:58:00,19:58:00,STN_VSH,9,0,0
TRIP_01454_98209,20:00:00,20:00:00,STN_SNCR,10,0,0
TRIP_01454_98209,20:03:00,20:03:00,STN_JNJ,11,0,0
TRIP_01454_98209,20:07:00,20:07:00,STN_NEU,12,0,0
TRIP_01454_98209,20:10:00,20:10:00,STN_SWDV,13,0,0
TRIP_01454_98209,20:14:00,20:14:00,STN_BEPR,14,0,0
TRIP_01454_98209,20:18:00,20:18:00,STN_KHAG,15,0,0
TRIP_01454_98209,20:21:00,20:21:00,STN_MANR,16,0,0
TRIP_01454_98209,20:24:00,20:24:00,STN_KNDS,17,0,0
TRIP_01454_98209,20:29:00,20:29:00,STN_PNVL,18,0,0
TRIP_01455_98767,19:09:00,19:09:00,STN_CSMT,1,0,0
TRIP_01455_98767,19:12:00,19:12:00,STN_MSD,2,0,0
TRIP_01455_98767,19:15:00,19:15:00,STN_SNRD,3,0,0
TRIP_01455_98767,19:17:00,19:17:00,STN_DKRD,4,0,0
TRIP_01455_98767,19:19:00,19:19:00,STN_RRD,5,0,0
TRIP_01455_98767,19:21:00,19:21:00,STN_CTGN,6,0,0
TRIP_01455_98767,19:24:00,19:24:00,STN_SVE,7,0,0
TRIP_01455_98767,19:27:00,19:27:00,STN_VDLR,8,0,0
TRIP_01455_98767,19:32:00,19:32:00,STN_KCE,9,0,0
TRIP_01455_98767,19:34:00,19:34:00,STN_MM,10,0,0
TRIP_01455_98767,19:38:00,19:38:00,STN_BA,11,0,0
TRIP_01455_98767,19:43:00,19:43:00,STN_KHAR,12,0,0
TRIP_01455_98767,19:46:00,19:46:00,STN_STC,13,0,0
TRIP_01455_98767,19:49:00,19:49:00,STN_VLP,14,0,0
TRIP_01455_98767,19:53:00,19:53:00,STN_ADH,15,0,0
TRIP_01455_98767,19:57:00,19:57:00,STN_JOS,16,0,0
TRIP_01455_98767,20:00:00,20:00:00,STN_RMM,17,0,0
TRIP_01455_98767,20:04:00,20:04:00,STN_GMN,18,0,0
TRIP_01456_98361,19:13:00,19:13:00,STN_CSMT,1,0,0
TRIP_01456_98361,19:16:00,19:16:00,STN_MSD,2,0,0
TRIP_01456_98361,19:19:00,19:19:00,STN_SNRD,3,0,0
TRIP_01456_98361,19:21:00,19:21:00,STN_DKRD,4,0,0
TRIP_01456_98361,19:23:00,19:23:00,STN_RRD,5,0,0
TRIP_01456_98361,19:25:00,19:25:00,STN_CTGN,6,0,0
TRIP_01456_98361,19:28:00,19:28:00,STN_SVE,7,0,0
TRIP_01456_98361,19:31:00,19:31:00,STN_VDLR,8,0,0
TRIP_01456_98361,19:36:00,19:36:00,STN_GTBN,9,0,0
TRIP_01456_98361,19:39:00,19:39:00,STN_CHF,10,0,0
TRIP_01456_98361,19:42:00,19:42:00,STN_CLA,11,0,0
TRIP_01456_98361,19:45:00,19:45:00,STN_TKNG,12,0,0
TRIP_01456_98361,19:47:00,19:47:00,STN_CMBR,13,0,0
TRIP_01456_98361,19:50:00,19:50:00,STN_GV,14,0,0
TRIP_01456_98361,19:53:00,19:53:00,STN_MNKD,15,0,0
TRIP_01456_98361,20:02:00,20:02:00,STN_VSH,16,0,0
TRIP_01456_98361,20:04:00,20:04:00,STN_SNCR,17,0,0
TRIP_01456_98361,20:07:00,20:07:00,STN_JNJ,18,0,0
TRIP_01456_98361,20:11:00,20:11:00,STN_NEU,19,0,0
TRIP_01456_98361,20:14:00,20:14:00,STN_SWDV,20,0,0
TRIP_01456_98361,20:19:00,20:19:00,STN_BEPR,21,0,0
TRIP_01457_98211,19:17:00,19:17:00,STN_CSMT,1,0,0
TRIP_01457_98211,19:20:00,19:20:00,STN_MSD,2,0,0
TRIP_01457_98211,19:23:00,19:23:00,STN_SNRD,3,0,0
TRIP_01457_98211,19:25:00,19:25:00,STN_DKRD,4,0,0
TRIP_01457_98211,19:27:00,19:27:00,STN_RRD,5,0,0
TRIP_01457_98211,19:29:00,19:29:00,STN_CTGN,6,0,0
TRIP_01457_98211,19:32:00,19:32:00,STN_SVE,7,0,0
TRIP_01457_98211,19:35:00,19:35:00,STN_VDLR,8,0,0
TRIP_01457_98211,19:40:00,19:40:00,STN_GTBN,9,0,0
TRIP_01457_98211,19:43:00,19:43:00,STN_CHF,10,0,0
TRIP_01457_98211,19:46:00,19:46:00,STN_CLA,11,0,0
TRIP_01457_98211,19:49:00,19:49:00,STN_TKNG,12,0,0
TRIP_01457_98211,19:51:00,19:51:00,STN_CMBR,13,0,0
TRIP_01457_98211,19:54:00,19:54:00,STN_GV,14,0,0
TRIP_01457_98211,19:57:00,19:57:00,STN_MNKD,15,0,0
TRIP_01457_98211,20:06:00,20:06:00,STN_VSH,16,0,0
TRIP_01457_98211,20:08:00,20:08:00,STN_SNCR,17,0,0
TRIP_01457_98211,20:11:00,20:11:00,STN_JNJ,18,0,0
TRIP_01457_98211,20:15:00,20:15:00,STN_NEU,19,0,0
TRIP_01457_98211,20:18:00,20:18:00,STN_SWDV,20,0,0
TRIP_01457_98211,20:22:00,20:22:00,STN_BEPR,21,0,0
TRIP_01457_98211,20:26:00,20:26:00,STN_KHAG,22,0,0
TRIP_01457_98211,20:29:00,20:29:00,STN_MANR,23,0,0
TRIP_01457_98211,20:32:00,20:32:00,STN_KNDS,24,0,0
TRIP_01457_98211,20:37:00,20:37:00,STN_PNVL,25,0,0
TRIP_01458_99053,19:48:00,19:48:00,STN_MSD,1,0,0
TRIP_01458_99053,20:18:00,20:18:00,STN_NEU,2,0,0
TRIP_01458_99053,20:22:00,20:22:00,STN_SWDV,3,0,0
TRIP_01458_99053,20:26:00,20:26:00,STN_BEPR,4,0,0
TRIP_01458_99053,20:30:00,20:30:00,STN_KHAG,5,0,0
TRIP_01458_99053,20:33:00,20:33:00,STN_MANR,6,0,0
TRIP_01458_99053,20:36:00,20:36:00,STN_KNDS,7,0,0
TRIP_01458_99053,20:42:00,20:42:00,STN_PNVL,8,0,0
TRIP_01459_98915,19:39:00,19:39:00,STN_VDLR,1,0,0
TRIP_01459_98915,19:44:00,19:44:00,STN_KCE,2,0,0
TRIP_01459_98915,19:46:00,19:46:00,STN_MM,3,0,0
TRIP_01459_98915,19:50:00,19:50:00,STN_BA,4,0,0
TRIP_01459_98915,19:55:00,19:55:00,STN_KHAR,5,0,0
TRIP_01459_98915,19:58:00,19:58:00,STN_STC,6,0,0
TRIP_01459_98915,20:01:00,20:01:00,STN_VLP,7,0,0
TRIP_01459_98915,20:05:00,20:05:00,STN_ADH,8,0,0
TRIP_01459_98915,20:09:00,20:09:00,STN_JOS,9,0,0
TRIP_01459_98915,20:12:00,20:12:00,STN_RMM,10,0,0
TRIP_01459_98915,20:16:00,20:16:00,STN_GMN,11,0,0
TRIP_01460_98867,19:24:00,19:24:00,STN_CSMT,1,0,0
TRIP_01460_98867,19:27:00,19:27:00,STN_MSD,2,0,0
TRIP_01460_98867,19:30:00,19:30:00,STN_SNRD,3,0,0
TRIP_01460_98867,19:32:00,19:32:00,STN_DKRD,4,0,0
TRIP_01460_98867,19:34:00,19:34:00,STN_RRD,5,0,0
TRIP_01460_98867,19:36:00,19:36:00,STN_CTGN,6,0,0
TRIP_01460_98867,19:39:00,19:39:00,STN_SVE,7,0,0
TRIP_01460_98867,19:43:00,19:43:00,STN_VDLR,8,0,0
TRIP_01460_98867,19:47:00,19:47:00,STN_KCE,9,0,0
TRIP_01460_98867,19:49:00,19:49:00,STN_MM,10,0,0
TRIP_01460_98867,19:54:00,19:54:00,STN_BA,11,0,0
TRIP_01461_98912,19:43:00,19:43:00,STN_VDLR,1,0,0
TRIP_01461_98912,19:49:00,19:49:00,STN_GTBN,2,0,0
TRIP_01461_98912,19:52:00,19:52:00,STN_CHF,3,0,0
TRIP_01461_98912,19:55:00,19:55:00,STN_CLA,4,0,0
TRIP_01461_98912,19:58:00,19:58:00,STN_TKNG,5,0,0
TRIP_01461_98912,20:00:00,20:00:00,STN_CMBR,6,0,0
TRIP_01461_98912,20:03:00,20:03:00,STN_GV,7,0,0
TRIP_01461_98912,20:06:00,20:06:00,STN_MNKD,8,0,0
TRIP_01461_98912,20:15:00,20:15:00,STN_VSH,9,0,0
TRIP_01461_98912,20:17:00,20:17:00,STN_SNCR,10,0,0
TRIP_01461_98912,20:20:00,20:20:00,STN_JNJ,11,0,0
TRIP_01461_98912,20:24:00,20:24:00,STN_NEU,12,0,0
TRIP_01461_98912,20:27:00,20:27:00,STN_SWDV,13,0,0
TRIP_01461_98912,20:31:00,20:31:00,STN_BEPR,14,0,0
TRIP_01461_98912,20:35:00,20:35:00,STN_KHAG,15,0,0
TRIP_01461_98912,20:38:00,20:38:00,STN_MANR,16,0,0
TRIP_01461_98912,20:41:00,20:41:00,STN_KNDS,17,0,0
TRIP_01461_98912,20:46:00,20:46:00,STN_PNVL,18,0,0
TRIP_01462_99055,19:59:00,19:59:00,STN_MSD,1,0,0
TRIP_01462_99055,20:28:00,20:28:00,STN_NEU,2,0,0
TRIP_01462_99055,20:32:00,20:32:00,STN_SWDV,3,0,0
TRIP_01462_99055,20:36:00,20:36:00,STN_BEPR,4,0,0
TRIP_01462_99055,20:40:00,20:40:00,STN_KHAG,5,0,0
TRIP_01462_99055,20:43:00,20:43:00,STN_MANR,6,0,0
TRIP_01462_99055,20:46:00,20:46:00,STN_KNDS,7,0,0
TRIP_01462_99055,20:51:00,20:51:00,STN_PNVL,8,0,0
TRIP_01463_98551,19:28:00,19:28:00,STN_CSMT,1,0,0
TRIP_01463_98551,19:31:00,19:31:00,STN_MSD,2,0,0
TRIP_01463_98551,19:34:00,19:34:00,STN_SNRD,3,0,0
TRIP_01463_98551,19:36:00,19:36:00,STN_DKRD,4,0,0
TRIP_01463_98551,19:38:00,19:38:00,STN_RRD,5,0,0
TRIP_01463_98551,19:40:00,19:40:00,STN_CTGN,6,0,0
TRIP_01463_98551,19:43:00,19:43:00,STN_SVE,7,0,0
TRIP_01463_98551,19:47:00,19:47:00,STN_VDLR,8,0,0
TRIP_01463_98551,19:53:00,19:53:00,STN_GTBN,9,0,0
TRIP_01463_98551,19:56:00,19:56:00,STN_CHF,10,0,0
TRIP_01463_98551,19:59:00,19:59:00,STN_CLA,11,0,0
TRIP_01463_98551,20:02:00,20:02:00,STN_TKNG,12,0,0
TRIP_01463_98551,20:04:00,20:04:00,STN_CMBR,13,0,0
TRIP_01463_98551,20:07:00,20:07:00,STN_GV,14,0,0
TRIP_01463_98551,20:10:00,20:10:00,STN_MNKD,15,0,0
TRIP_01463_98551,20:19:00,20:19:00,STN_VSH,16,0,0
TRIP_01464_98213,19:32:00,19:32:00,STN_CSMT,1,0,0
TRIP_01464_98213,19:35:00,19:35:00,STN_MSD,2,0,0
TRIP_01464_98213,19:38:00,19:38:00,STN_SNRD,3,0,0
TRIP_01464_98213,19:40:00,19:40:00,STN_DKRD,4,0,0
TRIP_01464_98213,19:42:00,19:42:00,STN_RRD,5,0,0
TRIP_01464_98213,19:44:00,19:44:00,STN_CTGN,6,0,0
TRIP_01464_98213,19:47:00,19:47:00,STN_SVE,7,0,0
TRIP_01464_98213,19:51:00,19:51:00,STN_VDLR,8,0,0
TRIP_01464_98213,19:57:00,19:57:00,STN_GTBN,9,0,0
TRIP_01464_98213,20:00:00,20:00:00,STN_CHF,10,0,0
TRIP_01464_98213,20:03:00,20:03:00,STN_CLA,11,0,0
TRIP_01464_98213,20:06:00,20:06:00,STN_TKNG,12,0,0
TRIP_01464_98213,20:08:00,20:08:00,STN_CMBR,13,0,0
TRIP_01464_98213,20:11:00,20:11:00,STN_GV,14,0,0
TRIP_01464_98213,20:14:00,20:14:00,STN_MNKD,15,0,0
TRIP_01464_98213,20:23:00,20:23:00,STN_VSH,16,0,0
TRIP_01464_98213,20:25:00,20:25:00,STN_SNCR,17,0,0
TRIP_01464_98213,20:28:00,20:28:00,STN_JNJ,18,0,0
TRIP_01464_98213,20:32:00,20:32:00,STN_NEU,19,0,0
TRIP_01464_98213,20:36:00,20:36:00,STN_SWDV,20,0,0
TRIP_01464_98213,20:40:00,20:40:00,STN_BEPR,21,0,0
TRIP_01464_98213,20:44:00,20:44:00,STN_KHAG,22,0,0
TRIP_01464_98213,20:47:00,20:47:00,STN_MANR,23,0,0
TRIP_01464_98213,20:50:00,20:50:00,STN_KNDS,24,0,0
TRIP_01464_98213,20:55:00,20:55:00,STN_PNVL,25,0,0
TRIP_01465_98363,19:36:00,19:36:00,STN_CSMT,1,0,0
TRIP_01465_98363,19:39:00,19:39:00,STN_MSD,2,0,0
TRIP_01465_98363,19:42:00,19:42:00,STN_SNRD,3,0,0
TRIP_01465_98363,19:44:00,19:44:00,STN_DKRD,4,0,0
TRIP_01465_98363,19:46:00,19:46:00,STN_RRD,5,0,0
TRIP_01465_98363,19:48:00,19:48:00,STN_CTGN,6,0,0
TRIP_01465_98363,19:51:00,19:51:00,STN_SVE,7,0,0
TRIP_01465_98363,19:54:00,19:54:00,STN_VDLR,8,0,0
TRIP_01465_98363,20:00:00,20:00:00,STN_GTBN,9,0,0
TRIP_01465_98363,20:03:00,20:03:00,STN_CHF,10,0,0
TRIP_01465_98363,20:06:00,20:06:00,STN_CLA,11,0,0
TRIP_01465_98363,20:09:00,20:09:00,STN_TKNG,12,0,0
TRIP_01465_98363,20:11:00,20:11:00,STN_CMBR,13,0,0
TRIP_01465_98363,20:14:00,20:14:00,STN_GV,14,0,0
TRIP_01465_98363,20:17:00,20:17:00,STN_MNKD,15,0,0
TRIP_01465_98363,20:26:00,20:26:00,STN_VSH,16,0,0
TRIP_01465_98363,20:28:00,20:28:00,STN_SNCR,17,0,0
TRIP_01465_98363,20:31:00,20:31:00,STN_JNJ,18,0,0
TRIP_01465_98363,20:35:00,20:35:00,STN_NEU,19,0,0
TRIP_01465_98363,20:39:00,20:39:00,STN_SWDV,20,0,0
TRIP_01465_98363,20:43:00,20:43:00,STN_BEPR,21,0,0
TRIP_01466_98769,19:40:00,19:40:00,STN_CSMT,1,0,0
TRIP_01466_98769,19:43:00,19:43:00,STN_MSD,2,0,0
TRIP_01466_98769,19:46:00,19:46:00,STN_SNRD,3,0,0
TRIP_01466_98769,19:48:00,19:48:00,STN_DKRD,4,0,0
TRIP_01466_98769,19:50:00,19:50:00,STN_RRD,5,0,0
TRIP_01466_98769,19:52:00,19:52:00,STN_CTGN,6,0,0
TRIP_01466_98769,19:55:00,19:55:00,STN_SVE,7,0,0
TRIP_01466_98769,19:58:00,19:58:00,STN_VDLR,8,0,0
TRIP_01466_98769,20:03:00,20:03:00,STN_KCE,9,0,0
TRIP_01466_98769,20:05:00,20:05:00,STN_MM,10,0,0
TRIP_01466_98769,20:09:00,20:09:00,STN_BA,11,0,0
TRIP_01466_98769,20:14:00,20:14:00,STN_KHAR,12,0,0
TRIP_01466_98769,20:17:00,20:17:00,STN_STC,13,0,0
TRIP_01466_98769,20:20:00,20:20:00,STN_VLP,14,0,0
TRIP_01466_98769,20:24:00,20:24:00,STN_ADH,15,0,0
TRIP_01466_98769,20:28:00,20:28:00,STN_JOS,16,0,0
TRIP_01466_98769,20:31:00,20:31:00,STN_RMM,17,0,0
TRIP_01466_98769,20:35:00,20:35:00,STN_GMN,18,0,0
TRIP_01467_98215,19:58:00,19:58:00,STN_VDLR,1,0,0
TRIP_01467_98215,20:04:00,20:04:00,STN_GTBN,2,0,0
TRIP_01467_98215,20:07:00,20:07:00,STN_CHF,3,0,0
TRIP_01467_98215,20:10:00,20:10:00,STN_CLA,4,0,0
TRIP_01467_98215,20:13:00,20:13:00,STN_TKNG,5,0,0
TRIP_01467_98215,20:15:00,20:15:00,STN_CMBR,6,0,0
TRIP_01467_98215,20:18:00,20:18:00,STN_GV,7,0,0
TRIP_01467_98215,20:21:00,20:21:00,STN_MNKD,8,0,0
TRIP_01467_98215,20:30:00,20:30:00,STN_VSH,9,0,0
TRIP_01467_98215,20:32:00,20:32:00,STN_SNCR,10,0,0
TRIP_01467_98215,20:35:00,20:35:00,STN_JNJ,11,0,0
TRIP_01467_98215,20:39:00,20:39:00,STN_NEU,12,0,0
TRIP_01467_98215,20:42:00,20:42:00,STN_SWDV,13,0,0
TRIP_01467_98215,20:46:00,20:46:00,STN_BEPR,14,0,0
TRIP_01467_98215,20:50:00,20:50:00,STN_KHAG,15,0,0
TRIP_01467_98215,20:53:00,20:53:00,STN_MANR,16,0,0
TRIP_01467_98215,20:56:00,20:56:00,STN_KNDS,17,0,0
TRIP_01467_98215,21:01:00,21:01:00,STN_PNVL,18,0,0
TRIP_01468_99057,20:15:00,20:15:00,STN_MSD,1,0,0
TRIP_01468_99057,20:44:00,20:44:00,STN_NEU,2,0,0
TRIP_01468_99057,20:48:00,20:48:00,STN_SWDV,3,0,0
TRIP_01468_99057,20:52:00,20:52:00,STN_BEPR,4,0,0
TRIP_01468_99057,20:56:00,20:56:00,STN_KHAG,5,0,0
TRIP_01468_99057,20:59:00,20:59:00,STN_MANR,6,0,0
TRIP_01468_99057,21:02:00,21:02:00,STN_KNDS,7,0,0
TRIP_01468_99057,21:07:00,21:07:00,STN_PNVL,8,0,0
TRIP_01469_98553,19:44:00,19:44:00,STN_CSMT,1,0,0
TRIP_01469_98553,19:47:00,19:47:00,STN_MSD,2,0,0
TRIP_01469_98553,19:50:00,19:50:00,STN_SNRD,3,0,0
TRIP_01469_98553,19:52:00,19:52:00,STN_DKRD,4,0,0
TRIP_01469_98553,19:54:00,19:54:00,STN_RRD,5,0,0
TRIP_01469_98553,19:56:00,19:56:00,STN_CTGN,6,0,0
TRIP_01469_98553,19:59:00,19:59:00,STN_SVE,7,0,0
TRIP_01469_98553,20:02:00,20:02:00,STN_VDLR,8,0,0
TRIP_01469_98553,20:08:00,20:08:00,STN_GTBN,9,0,0
TRIP_01469_98553,20:11:00,20:11:00,STN_CHF,10,0,0
TRIP_01469_98553,20:14:00,20:14:00,STN_CLA,11,0,0
TRIP_01469_98553,20:17:00,20:17:00,STN_TKNG,12,0,0
TRIP_01469_98553,20:19:00,20:19:00,STN_CMBR,13,0,0
TRIP_01469_98553,20:22:00,20:22:00,STN_GV,14,0,0
TRIP_01469_98553,20:25:00,20:25:00,STN_MNKD,15,0,0
TRIP_01469_98553,20:34:00,20:34:00,STN_VSH,16,0,0
TRIP_01470_98217,19:48:00,19:48:00,STN_CSMT,1,0,0
TRIP_01470_98217,19:51:00,19:51:00,STN_MSD,2,0,0
TRIP_01470_98217,19:54:00,19:54:00,STN_SNRD,3,0,0
TRIP_01470_98217,19:56:00,19:56:00,STN_DKRD,4,0,0
TRIP_01470_98217,19:58:00,19:58:00,STN_RRD,5,0,0
TRIP_01470_98217,20:00:00,20:00:00,STN_CTGN,6,0,0
TRIP_01470_98217,20:03:00,20:03:00,STN_SVE,7,0,0
TRIP_01470_98217,20:06:00,20:06:00,STN_VDLR,8,0,0
TRIP_01470_98217,20:12:00,20:12:00,STN_GTBN,9,0,0
TRIP_01470_98217,20:15:00,20:15:00,STN_CHF,10,0,0
TRIP_01470_98217,20:18:00,20:18:00,STN_CLA,11,0,0
TRIP_01470_98217,20:21:00,20:21:00,STN_TKNG,12,0,0
TRIP_01470_98217,20:23:00,20:23:00,STN_CMBR,13,0,0
TRIP_01470_98217,20:26:00,20:26:00,STN_GV,14,0,0
TRIP_01470_98217,20:29:00,20:29:00,STN_MNKD,15,0,0
TRIP_01470_98217,20:38:00,20:38:00,STN_VSH,16,0,0
TRIP_01470_98217,20:40:00,20:40:00,STN_SNCR,17,0,0
TRIP_01470_98217,20:43:00,20:43:00,STN_JNJ,18,0,0
TRIP_01470_98217,20:48:00,20:48:00,STN_NEU,19,0,0
TRIP_01470_98217,20:52:00,20:52:00,STN_SWDV,20,0,0
TRIP_01470_98217,20:56:00,20:56:00,STN_BEPR,21,0,0
TRIP_01470_98217,21:00:00,21:00:00,STN_KHAG,22,0,0
TRIP_01470_98217,21:03:00,21:03:00,STN_MANR,23,0,0
TRIP_01470_98217,21:06:00,21:06:00,STN_KNDS,24,0,0
TRIP_01470_98217,21:11:00,21:11:00,STN_PNVL,25,0,0
TRIP_01471_98365,19:52:00,19:52:00,STN_CSMT,1,0,0
TRIP_01471_98365,19:55:00,19:55:00,STN_MSD,2,0,0
TRIP_01471_98365,19:58:00,19:58:00,STN_SNRD,3,0,0
TRIP_01471_98365,20:00:00,20:00:00,STN_DKRD,4,0,0
TRIP_01471_98365,20:02:00,20:02:00,STN_RRD,5,0,0
TRIP_01471_98365,20:04:00,20:04:00,STN_CTGN,6,0,0
TRIP_01471_98365,20:07:00,20:07:00,STN_SVE,7,0,0
TRIP_01471_98365,20:10:00,20:10:00,STN_VDLR,8,0,0
TRIP_01471_98365,20:16:00,20:16:00,STN_GTBN,9,0,0
TRIP_01471_98365,20:19:00,20:19:00,STN_CHF,10,0,0
TRIP_01471_98365,20:22:00,20:22:00,STN_CLA,11,0,0
TRIP_01471_98365,20:25:00,20:25:00,STN_TKNG,12,0,0
